服务器输出文件名	config_skill_effect.xml	根名称	ability																				
客户端输出文件名	config_skill_effect.xml	项名称	root																				
技能ID	下一级技能	前置技能	冷却时间 单位（秒）	buff1	作用对象类型	作用范围	距离（单位：米）	角度	buff2	作用对象	作用范围	W（单位：米）	L（单位：米）	所需消耗怒气	学习消耗	技能书数量	升级消耗类型	升级消耗	角色等级	技能名称	技能描述		
2462	2463	0	0	22	1	0	0	0	0	0	0	0	0	0	222000054	5	12	10	53	[e8954b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{21}[-][-]		
2463	2464	0	0	23	1	0	0	0	0	0	0	0	0	0	222000055	5	12	10	53	[e8955b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{22}[-][-]		
2464	2465	0	0	24	1	0	0	0	0	0	0	0	0	0	222000056	5	12	10	53	[e8956b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{23}[-][-]		
2465	2466	0	0	25	1	0	0	0	0	0	0	0	0	0	222000057	5	12	10	53	[e8957b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{24}[-][-]		
2466	2467	0	0	26	1	0	0	0	0	0	0	0	0	0	222000058	5	12	10	54	[e8958b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{25}[-][-]		
2467	2468	0	0	27	1	0	0	0	0	0	0	0	0	0	222000059	5	12	10	54	[e8959b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{26}[-][-]		
2468	2469	0	0	28	1	0	0	0	0	0	0	0	0	0	222000060	5	12	10	54	[e8960b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{27}[-][-]		
2469	2470	0	0	29	1	0	0	0	0	0	0	0	0	0	222000061	5	12	10	54	[e8961b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{28}[-][-]		
2470	2471	0	0	30	1	0	0	0	0	0	0	0	0	0	222000062	5	12	10	54	[e8962b]魔教-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{29}[-][-]		
2471	2472	0	0	1	1	0	0	0	0	0	0	0	0	0	222000063	5	12	10	55	[e8933b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{0}[-][-]		
2472	2473	0	0	2	1	0	0	0	0	0	0	0	0	0	222000064	5	12	10	55	[e8934b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{1}[-][-]		
2473	2474	0	0	3	1	0	0	0	0	0	0	0	0	0	222000001	5	12	10	55	[e8935b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{2}[-][-]		
2474	2475	0	0	4	1	0	0	0	0	0	0	0	0	0	222000002	5	12	10	55	[e8936b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{3}[-][-]		
2475	2476	0	0	5	1	0	0	0	0	0	0	0	0	0	222000003	5	12	10	55	[e8937b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{4}[-][-]		
2476	2477	0	0	6	1	0	0	0	0	0	0	0	0	0	222000004	5	12	10	56	[e8938b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{5}[-][-]		
2477	2478	0	0	7	1	0	0	0	0	0	0	0	0	0	222000005	5	12	10	56	[e8939b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{6}[-][-]		
2478	2479	0	0	8	1	0	0	0	0	0	0	0	0	0	222000006	5	12	10	56	[e8940b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{7}[-][-]		
2479	2480	0	0	9	1	0	0	0	0	0	0	0	0	0	222000007	5	12	10	56	[e8941b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{8}[-][-]		
2480	2481	0	0	10	1	0	0	0	0	0	0	0	0	0	222000008	5	12	10	56	[e8942b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{9}[-][-]		
2481	2482	0	0	11	1	0	0	0	0	0	0	0	0	0	222000009	5	12	10	57	[e8943b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{10}[-][-]		
2482	2483	0	0	12	1	0	0	0	0	0	0	0	0	0	222000010	5	12	10	57	[e8944b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{11}[-][-]		
2483	2484	0	0	13	1	0	0	0	0	0	0	0	0	0	222000011	5	12	10	57	[e8945b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{12}[-][-]		
2484	2485	0	0	14	1	0	0	0	0	0	0	0	0	0	222000012	5	12	10	57	[e8946b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{13}[-][-]		
2485	2486	0	0	15	1	0	0	0	0	0	0	0	0	0	222000013	5	12	10	57	[e8947b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{14}[-][-]		
2486	2487	0	0	16	1	0	0	0	0	0	0	0	0	0	222000014	5	12	10	58	[e8948b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{15}[-][-]		
2487	2488	0	0	17	1	0	0	0	0	0	0	0	0	0	222000015	5	12	10	58	[e8949b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{16}[-][-]		
2488	2489	0	0	18	1	0	0	0	0	0	0	0	0	0	222000016	5	12	10	58	[e8950b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{17}[-][-]		
2489	2490	0	0	19	1	0	0	0	0	0	0	0	0	0	222000017	5	12	10	58	[e8951b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{18}[-][-]		
2490	2491	0	0	20	1	0	0	0	0	0	0	0	0	0	222000018	5	12	10	58	[e8952b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{19}[-][-]		
2491	2492	0	0	21	1	0	0	0	0	0	0	0	0	0	222000019	5	12	10	59	[e8953b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{20}[-][-]		
2492	2493	0	0	22	1	0	0	0	0	0	0	0	0	0	222000020	5	12	10	59	[e8954b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{21}[-][-]		
2493	2494	0	0	23	1	0	0	0	0	0	0	0	0	0	222000021	5	12	10	59	[e8955b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{22}[-][-]		
2494	2495	0	0	24	1	0	0	0	0	0	0	0	0	0	222000022	5	12	10	59	[e8956b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{23}[-][-]		
2495	2496	0	0	25	1	0	0	0	0	0	0	0	0	0	222000023	5	12	10	59	[e8957b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{24}[-][-]		
2496	2497	0	0	26	1	0	0	0	0	0	0	0	0	0	222000024	5	12	10	60	[e8958b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{25}[-][-]		
2497	2498	0	0	27	1	0	0	0	0	0	0	0	0	0	222000025	5	12	10	60	[e8959b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{26}[-][-]		
2498	2499	0	0	28	1	0	0	0	0	0	0	0	0	0	222000026	5	12	10	60	[e8960b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{27}[-][-]		
2499	2500	0	0	29	1	0	0	0	0	0	0	0	0	0	222000027	5	12	10	60	[e8961b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{28}[-][-]		
2500	2501	0	0	30	1	0	0	0	0	0	0	0	0	0	222000028	5	12	10	60	[e8962b]魔教-内防[-]	[5b3504]（被动）即时增加内防[2c9450]{29}[-][-]		
2501	2502	0	0	1	1	0	0	0	0	0	0	0	0	0	222000029	5	12	10	1	[e8933b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{0}[-][-]		
2502	2503	0	0	2	1	0	0	0	0	0	0	0	0	0	222000030	5	12	10	1	[e8934b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{1}[-][-]		
2503	2504	0	0	3	1	0	0	0	0	0	0	0	0	0	222000031	5	12	10	1	[e8935b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{2}[-][-]		
2504	2505	0	0	4	1	0	0	0	0	0	0	0	0	0	222000032	5	12	10	1	[e8936b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{3}[-][-]		
2505	2506	0	0	5	1	0	0	0	0	0	0	0	0	0	222000033	5	12	10	1	[e8937b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{4}[-][-]		
2506	2507	0	0	6	1	0	0	0	0	0	0	0	0	0	222000034	5	12	10	2	[e8938b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{5}[-][-]		
2507	2508	0	0	7	1	0	0	0	0	0	0	0	0	0	222000035	5	12	10	2	[e8939b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{6}[-][-]		
2508	2509	0	0	8	1	0	0	0	0	0	0	0	0	0	222000036	5	12	10	2	[e8940b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{7}[-][-]		
2509	2510	0	0	9	1	0	0	0	0	0	0	0	0	0	222000037	5	12	10	2	[e8941b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{8}[-][-]		
2510	2511	0	0	10	1	0	0	0	0	0	0	0	0	0	222000038	5	12	10	2	[e8942b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{9}[-][-]		
2511	2512	0	0	11	1	0	0	0	0	0	0	0	0	0	222000039	5	12	10	3	[e8943b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{10}[-][-]		
2512	2513	0	0	12	1	0	0	0	0	0	0	0	0	0	222000040	5	12	10	3	[e8944b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{11}[-][-]		
2513	2514	0	0	13	1	0	0	0	0	0	0	0	0	0	222000041	5	12	10	3	[e8945b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{12}[-][-]		
2514	2515	0	0	14	1	0	0	0	0	0	0	0	0	0	222000042	5	12	10	3	[e8946b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{13}[-][-]		
2515	2516	0	0	15	1	0	0	0	0	0	0	0	0	0	222000043	5	12	10	3	[e8947b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{14}[-][-]		
2516	2517	0	0	16	1	0	0	0	0	0	0	0	0	0	222000044	5	12	10	4	[e8948b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{15}[-][-]		
2517	2518	0	0	17	1	0	0	0	0	0	0	0	0	0	222000045	5	12	10	4	[e8949b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{16}[-][-]		
2518	2519	0	0	18	1	0	0	0	0	0	0	0	0	0	222000046	5	12	10	4	[e8950b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{17}[-][-]		
2519	2520	0	0	19	1	0	0	0	0	0	0	0	0	0	222000047	5	12	10	4	[e8951b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{18}[-][-]		
2520	2521	0	0	20	1	0	0	0	0	0	0	0	0	0	222000048	5	12	10	4	[e8952b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{19}[-][-]		
2521	2522	0	0	21	1	0	0	0	0	0	0	0	0	0	222000049	5	12	10	5	[e8953b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{20}[-][-]		
2522	2523	0	0	22	1	0	0	0	0	0	0	0	0	0	222000050	5	12	10	5	[e8954b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{21}[-][-]		
2523	2524	0	0	23	1	0	0	0	0	0	0	0	0	0	222000051	5	12	10	5	[e8955b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{22}[-][-]		
2524	2525	0	0	24	1	0	0	0	0	0	0	0	0	0	222000052	5	12	10	5	[e8956b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{23}[-][-]		
2525	2526	0	0	25	1	0	0	0	0	0	0	0	0	0	222000053	5	12	10	5	[e8957b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{24}[-][-]		
2526	2527	0	0	26	1	0	0	0	0	0	0	0	0	0	222000054	5	12	10	6	[e8958b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{25}[-][-]		
2527	2528	0	0	27	1	0	0	0	0	0	0	0	0	0	222000055	5	12	10	6	[e8959b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{26}[-][-]		
2528	2529	0	0	28	1	0	0	0	0	0	0	0	0	0	222000056	5	12	10	6	[e8960b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{27}[-][-]		
2529	2530	0	0	29	1	0	0	0	0	0	0	0	0	0	222000057	5	12	10	6	[e8961b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{28}[-][-]		
2530	2531	0	0	30	1	0	0	0	0	0	0	0	0	0	222000058	5	12	10	6	[e8962b]古墓-生命[-]	[5b3504]（被动）即时增加生命[2c9450]{29}[-][-]		
2531	2532	0	0	1	1	0	0	0	0	0	0	0	0	0	222000059	5	12	10	7	[e8933b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{0}[-][-]		
2532	2533	0	0	2	1	0	0	0	0	0	0	0	0	0	222000060	5	12	10	7	[e8934b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{1}[-][-]		
2533	2534	0	0	3	1	0	0	0	0	0	0	0	0	0	222000061	5	12	10	7	[e8935b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{2}[-][-]		
2534	2535	0	0	4	1	0	0	0	0	0	0	0	0	0	222000062	5	12	10	7	[e8936b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{3}[-][-]		
2535	2536	0	0	5	1	0	0	0	0	0	0	0	0	0	222000063	5	12	10	7	[e8937b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{4}[-][-]		
2536	2537	0	0	6	1	0	0	0	0	0	0	0	0	0	222000064	5	12	10	8	[e8938b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{5}[-][-]		
2537	2538	0	0	7	1	0	0	0	0	0	0	0	0	0	222000001	5	12	10	8	[e8939b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{6}[-][-]		
2538	2539	0	0	8	1	0	0	0	0	0	0	0	0	0	222000002	5	12	10	8	[e8940b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{7}[-][-]		
2539	2540	0	0	9	1	0	0	0	0	0	0	0	0	0	222000003	5	12	10	8	[e8941b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{8}[-][-]		
2540	2541	0	0	10	1	0	0	0	0	0	0	0	0	0	222000004	5	12	10	8	[e8942b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{9}[-][-]		
2541	2542	0	0	11	1	0	0	0	0	0	0	0	0	0	222000005	5	12	10	9	[e8943b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{10}[-][-]		
2542	2543	0	0	12	1	0	0	0	0	0	0	0	0	0	222000006	5	12	10	9	[e8944b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{11}[-][-]		
2543	2544	0	0	13	1	0	0	0	0	0	0	0	0	0	222000007	5	12	10	9	[e8945b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{12}[-][-]		
2544	2545	0	0	14	1	0	0	0	0	0	0	0	0	0	222000008	5	12	10	9	[e8946b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{13}[-][-]		
2545	2546	0	0	15	1	0	0	0	0	0	0	0	0	0	222000009	5	12	10	9	[e8947b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{14}[-][-]		
2546	2547	0	0	16	1	0	0	0	0	0	0	0	0	0	222000010	5	12	10	10	[e8948b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{15}[-][-]		
2547	2548	0	0	17	1	0	0	0	0	0	0	0	0	0	222000011	5	12	10	10	[e8949b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{16}[-][-]		
2548	2549	0	0	18	1	0	0	0	0	0	0	0	0	0	222000012	5	12	10	10	[e8950b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{17}[-][-]		
2549	2550	0	0	19	1	0	0	0	0	0	0	0	0	0	222000013	5	12	10	10	[e8951b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{18}[-][-]		
2550	2551	0	0	20	1	0	0	0	0	0	0	0	0	0	222000014	5	12	10	10	[e8952b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{19}[-][-]		
2551	2552	0	0	21	1	0	0	0	0	0	0	0	0	0	222000015	5	12	10	11	[e8953b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{20}[-][-]		
2552	2553	0	0	22	1	0	0	0	0	0	0	0	0	0	222000016	5	12	10	11	[e8954b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{21}[-][-]		
2553	2554	0	0	23	1	0	0	0	0	0	0	0	0	0	222000017	5	12	10	11	[e8955b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{22}[-][-]		
2554	2555	0	0	24	1	0	0	0	0	0	0	0	0	0	222000018	5	12	10	11	[e8956b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{23}[-][-]		
2555	2556	0	0	25	1	0	0	0	0	0	0	0	0	0	222000019	5	12	10	11	[e8957b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{24}[-][-]		
2556	2557	0	0	26	1	0	0	0	0	0	0	0	0	0	222000020	5	12	10	12	[e8958b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{25}[-][-]		
2557	2558	0	0	27	1	0	0	0	0	0	0	0	0	0	222000021	5	12	10	12	[e8959b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{26}[-][-]		
2558	2559	0	0	28	1	0	0	0	0	0	0	0	0	0	222000022	5	12	10	12	[e8960b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{27}[-][-]		
2559	2560	0	0	29	1	0	0	0	0	0	0	0	0	0	222000023	5	12	10	12	[e8961b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{28}[-][-]		
2560	2561	0	0	30	1	0	0	0	0	0	0	0	0	0	222000024	5	12	10	12	[e8962b]古墓-武攻[-]	[5b3504]（被动）即时增加武攻[2c9450]{29}[-][-]		
2561	2562	0	0	1	1	0	0	0	0	0	0	0	0	0	222000025	5	12	10	13	[e8933b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{0}[-][-]		
2562	2563	0	0	2	1	0	0	0	0	0	0	0	0	0	222000026	5	12	10	13	[e8934b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{1}[-][-]		
2563	2564	0	0	3	1	0	0	0	0	0	0	0	0	0	222000027	5	12	10	13	[e8935b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{2}[-][-]		
2564	2565	0	0	4	1	0	0	0	0	0	0	0	0	0	222000028	5	12	10	13	[e8936b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{3}[-][-]		
2565	2566	0	0	5	1	0	0	0	0	0	0	0	0	0	222000029	5	12	10	13	[e8937b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{4}[-][-]		
2566	2567	0	0	6	1	0	0	0	0	0	0	0	0	0	222000030	5	12	10	14	[e8938b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{5}[-][-]		
2567	2568	0	0	7	1	0	0	0	0	0	0	0	0	0	222000031	5	12	10	14	[e8939b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{6}[-][-]		
2568	2569	0	0	8	1	0	0	0	0	0	0	0	0	0	222000032	5	12	10	14	[e8940b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{7}[-][-]		
2569	2570	0	0	9	1	0	0	0	0	0	0	0	0	0	222000033	5	12	10	14	[e8941b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{8}[-][-]		
2570	2571	0	0	10	1	0	0	0	0	0	0	0	0	0	222000034	5	12	10	14	[e8942b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{9}[-][-]		
2571	2572	0	0	11	1	0	0	0	0	0	0	0	0	0	222000035	5	12	10	15	[e8943b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{10}[-][-]		
2572	2573	0	0	12	1	0	0	0	0	0	0	0	0	0	222000036	5	12	10	15	[e8944b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{11}[-][-]		
2573	2574	0	0	13	1	0	0	0	0	0	0	0	0	0	222000037	5	12	10	15	[e8945b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{12}[-][-]		
2574	2575	0	0	14	1	0	0	0	0	0	0	0	0	0	222000038	5	12	10	15	[e8946b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{13}[-][-]		
2575	2576	0	0	15	1	0	0	0	0	0	0	0	0	0	222000039	5	12	10	15	[e8947b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{14}[-][-]		
2576	2577	0	0	16	1	0	0	0	0	0	0	0	0	0	222000040	5	12	10	16	[e8948b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{15}[-][-]		
2577	2578	0	0	17	1	0	0	0	0	0	0	0	0	0	222000041	5	12	10	16	[e8949b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{16}[-][-]		
2578	2579	0	0	18	1	0	0	0	0	0	0	0	0	0	222000042	5	12	10	16	[e8950b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{17}[-][-]		
2579	2580	0	0	19	1	0	0	0	0	0	0	0	0	0	222000043	5	12	10	16	[e8951b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{18}[-][-]		
2580	2581	0	0	20	1	0	0	0	0	0	0	0	0	0	222000044	5	12	10	16	[e8952b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{19}[-][-]		
2581	2582	0	0	21	1	0	0	0	0	0	0	0	0	0	222000045	5	12	10	17	[e8953b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{20}[-][-]		
2582	2583	0	0	22	1	0	0	0	0	0	0	0	0	0	222000046	5	12	10	17	[e8954b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{21}[-][-]		
2583	2584	0	0	23	1	0	0	0	0	0	0	0	0	0	222000047	5	12	10	17	[e8955b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{22}[-][-]		
2584	2585	0	0	24	1	0	0	0	0	0	0	0	0	0	222000048	5	12	10	17	[e8956b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{23}[-][-]		
2585	2586	0	0	25	1	0	0	0	0	0	0	0	0	0	222000049	5	12	10	17	[e8957b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{24}[-][-]		
2586	2587	0	0	26	1	0	0	0	0	0	0	0	0	0	222000050	5	12	10	18	[e8958b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{25}[-][-]		
2587	2588	0	0	27	1	0	0	0	0	0	0	0	0	0	222000051	5	12	10	18	[e8959b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{26}[-][-]		
2588	2589	0	0	28	1	0	0	0	0	0	0	0	0	0	222000052	5	12	10	18	[e8960b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{27}[-][-]		
2589	2590	0	0	29	1	0	0	0	0	0	0	0	0	0	222000053	5	12	10	18	[e8961b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{28}[-][-]		
2590	2591	0	0	30	1	0	0	0	0	0	0	0	0	0	222000054	5	12	10	18	[e8962b]古墓-武防[-]	[5b3504]（被动）即时增加武防[2c9450]{29}[-][-]		
2591	2592	0	0	1	1	0	0	0	0	0	0	0	0	0	222000055	5	12	10	19	[e8933b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{0}[-][-]		
2592	2593	0	0	2	1	0	0	0	0	0	0	0	0	0	222000056	5	12	10	19	[e8934b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{1}[-][-]		
2593	2594	0	0	3	1	0	0	0	0	0	0	0	0	0	222000057	5	12	10	19	[e8935b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{2}[-][-]		
2594	2595	0	0	4	1	0	0	0	0	0	0	0	0	0	222000058	5	12	10	19	[e8936b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{3}[-][-]		
2595	2596	0	0	5	1	0	0	0	0	0	0	0	0	0	222000059	5	12	10	19	[e8937b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{4}[-][-]		
2596	2597	0	0	6	1	0	0	0	0	0	0	0	0	0	222000060	5	12	10	20	[e8938b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{5}[-][-]		
2597	2598	0	0	7	1	0	0	0	0	0	0	0	0	0	222000061	5	12	10	20	[e8939b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{6}[-][-]		
2598	2599	0	0	8	1	0	0	0	0	0	0	0	0	0	222000062	5	12	10	20	[e8940b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{7}[-][-]		
2599	2600	0	0	9	1	0	0	0	0	0	0	0	0	0	222000063	5	12	10	20	[e8941b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{8}[-][-]		
2600	2601	0	0	10	1	0	0	0	0	0	0	0	0	0	222000064	5	12	10	20	[e8942b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{9}[-][-]		
2601	2602	0	0	11	1	0	0	0	0	0	0	0	0	0	222000001	5	12	10	21	[e8943b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{10}[-][-]		
2602	2603	0	0	12	1	0	0	0	0	0	0	0	0	0	222000002	5	12	10	21	[e8944b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{11}[-][-]		
2603	2604	0	0	13	1	0	0	0	0	0	0	0	0	0	222000003	5	12	10	21	[e8945b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{12}[-][-]		
2604	2605	0	0	14	1	0	0	0	0	0	0	0	0	0	222000004	5	12	10	21	[e8946b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{13}[-][-]		
2605	2606	0	0	15	1	0	0	0	0	0	0	0	0	0	222000005	5	12	10	21	[e8947b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{14}[-][-]		
2606	2607	0	0	16	1	0	0	0	0	0	0	0	0	0	222000006	5	12	10	22	[e8948b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{15}[-][-]		
2607	2608	0	0	17	1	0	0	0	0	0	0	0	0	0	222000007	5	12	10	22	[e8949b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{16}[-][-]		
2608	2609	0	0	18	1	0	0	0	0	0	0	0	0	0	222000008	5	12	10	22	[e8950b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{17}[-][-]		
2609	2610	0	0	19	1	0	0	0	0	0	0	0	0	0	222000009	5	12	10	22	[e8951b]古墓-内攻[-]	[5b3504]（被动）即时增加内攻[2c9450]{18}[-][-]		
