服务器输出文件名	config_skill_level.xml	根名称	ability															
客户端输出文件名	config_skill_level.xml	项名称	skill_level															
uint16序列ID	uint8技能ID	uint8技能等级	uint16升级所需要角色等级	uint32升级所需金币	uint16升级所需技能点	uint32触发所需要的怒气	技能触发概率	效果0加成	持续时间	技能触发概率	效果1加成（千分之几）	持续时间	技能触发概率	效果2加成（千分之几）	持续时间	技能触发概率	效果3加成（千分之几）	持续时间
5218	52	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5219	52	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5220	52	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5301	53	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5302	53	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5303	53	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5304	53	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5305	53	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5306	53	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5307	53	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5308	53	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5309	53	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5310	53	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5311	53	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5312	53	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5313	53	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5314	53	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5315	53	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5316	53	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5317	53	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5318	53	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5319	53	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5320	53	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5401	54	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5402	54	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5403	54	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5404	54	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5405	54	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5406	54	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5407	54	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5408	54	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5409	54	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5410	54	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5411	54	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5412	54	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5413	54	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5414	54	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5415	54	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5416	54	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5417	54	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5418	54	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5419	54	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5420	54	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5501	55	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5502	55	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5503	55	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5504	55	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5505	55	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5506	55	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5507	55	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5508	55	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5509	55	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5510	55	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5511	55	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5512	55	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5513	55	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5514	55	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5515	55	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5516	55	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5517	55	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5518	55	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5519	55	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5520	55	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5601	56	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5602	56	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5603	56	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5604	56	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5605	56	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5606	56	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5607	56	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5608	56	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5609	56	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5610	56	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5611	56	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5612	56	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5613	56	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5614	56	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5615	56	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5616	56	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5617	56	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5618	56	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5619	56	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5620	56	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5701	57	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5702	57	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5703	57	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5704	57	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5705	57	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5706	57	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5707	57	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5708	57	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5709	57	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5710	57	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5711	57	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5712	57	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5713	57	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5714	57	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5715	57	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5716	57	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5717	57	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5718	57	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5719	57	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5720	57	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5801	58	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5802	58	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5803	58	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5804	58	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5805	58	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5806	58	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5807	58	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5808	58	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5809	58	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5810	58	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5811	58	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5812	58	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5813	58	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5814	58	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5815	58	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5816	58	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5817	58	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5818	58	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5819	58	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5820	58	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5901	59	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5902	59	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5903	59	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5904	59	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5905	59	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5906	59	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5907	59	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5908	59	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5909	59	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5910	59	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5911	59	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5912	59	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5913	59	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5914	59	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5915	59	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5916	59	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5917	59	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5918	59	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5919	59	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5920	59	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
6001	60	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
6002	60	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
6003	60	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
6004	60	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
6005	60	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
6006	60	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
6007	60	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
6008	60	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
6009	60	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
6010	60	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
6011	60	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
6012	60	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
6013	60	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
6014	60	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
6015	60	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
6016	60	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
6017	60	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
6018	60	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
6019	60	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
6020	60	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
6101	61	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
6102	61	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
6103	61	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
6104	61	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
6105	61	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
6106	61	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
6107	61	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
6108	61	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
6109	61	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
6110	61	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
6111	61	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
6112	61	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
6113	61	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
6114	61	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
6115	61	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
6116	61	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
6117	61	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
6118	61	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
6119	61	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
6120	61	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
6201	62	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
6202	62	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
6203	62	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
6204	62	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
6205	62	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
6206	62	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
6207	62	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
6208	62	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
6209	62	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
6210	62	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
6211	62	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
6212	62	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
6213	62	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
6214	62	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
6215	62	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
6216	62	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
6217	62	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
6218	62	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
6219	62	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
6220	62	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
6301	63	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
6302	63	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
6303	63	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
6304	63	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
6305	63	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
6306	63	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
6307	63	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
6308	63	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
6309	63	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
6310	63	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
6311	63	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
6312	63	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
6313	63	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
6314	63	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
6315	63	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
6316	63	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
6317	63	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
6318	63	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
6319	63	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
6320	63	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
6401	64	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
6402	64	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
6403	64	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
6404	64	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
6405	64	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
6406	64	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
6407	64	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
6408	64	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
6409	64	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
6410	64	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
6411	64	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
6412	64	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
6413	64	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
6414	64	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
6415	64	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
6416	64	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
6417	64	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
6418	64	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
6419	64	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
6420	64	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
